web-scraper-order,web-scraper-start-url,Chiens,Chiens-href,Nom,Prix,Adresse,Image-src
"1739189268-595","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4405915","Chiot Bichon","150 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739575_uploaded_image1_1715527231.jpg"
"1739189270-596","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-presa-canario-4407651","Chiot Presa Canario","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4407651_uploaded_image1_1696729959.jpg"
"1739189273-597","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-4408048","Couple de chiot de race","75 000 CFA","Ngor, Dakar, Sénégal","https://images.coinafrique.com/thumb_4937044_uploaded_image1_1725971142.jpg"
"1739189275-598","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-4413890","Chien","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739189278-599","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4413893","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739189281-600","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4413898","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739189283-601","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-presa-canario-4421861","Chiot Presa Canario","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4421861_uploaded_image1_1697640775.jpg"
"1739189285-602","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/femelles-bichon-maltais-4436255","Chiot Bichon Maltais","110 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5074658_uploaded_image2_1733268730.jpeg"
"1739189288-603","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4456414","Chiot Caniche","150 000 CFA","Fass, Dakar, Sénégal","https://images.coinafrique.com/thumb_4456414_uploaded_image1_1699894532.jpg"
"1739189290-604","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4463659","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189293-605","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4463994","Chiot Bichon","175 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4463994_uploaded_image1_1700397411.jpg"
"1739189295-606","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-kangal-4473735","Chien Kangal","Prix sur demande","Saly, Sénégal","https://images.coinafrique.com/thumb_4473735_uploaded_image1_1701045157.jpg"
"1739189298-607","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4482373","Chiot Rottweiler","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg"
"1739189300-608","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4482375","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189302-609","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-4491233","Chiots Bichon Maltais","150 000 CFA","Lac rose, Sénégal","https://images.coinafrique.com/thumb_4491233_uploaded_image1_1702048768.jpg"
"1739189305-610","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4497133","Chiot Bichon Maltais","80 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739189307-611","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4497142","Chiot Bichon Maltais","80 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739189310-612","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-caniche-4499987","Chiot Caniche","Prix sur demande","Mbour, Sénégal","https://images.coinafrique.com/thumb_4499987_uploaded_image1_1702579369.jpg"
"1739189312-613","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-boerbool-4513571","Chiot Boerbool","550 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513571_uploaded_image1_1703524590.jpg"
"1739189314-614","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-charbonnes-4513573","Chiens  Malinois charbonnés","700 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4513573_uploaded_image1_1703524791.jpg"
"1739189317-615","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiotte-berger-allemand-4513582","Chiot Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739189319-616","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4513587","Chiot Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739189321-617","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-bergers-allemands-4530727","Chiots Bergers Allemands","125 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4530727_uploaded_image1_1704546741.jpg"
"1739189324-618","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4532063","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189326-619","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4532817","Chiot Berger Allemand","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4943304_uploaded_image1_1726252041.jpg"
"1739189329-620","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-malinois-4532826","Chiots Berger Malinois","300 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5151738_uploaded_image1_1737744308.jpg"
"1739189331-621","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-rott-4532830","Chiot Rottweiler","300 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4920593_uploaded_image1_1725147642.jpg"
"1739189333-622","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4536513","Chiot Bichon Maltais","80 000 CFA","Sicap Liberté, Dakar, Sénégal","https://images.coinafrique.com/thumb_5085599_uploaded_image1_1733856381.jpg"
"1739189336-623","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/rottweiler-femelle-2-mois-4543266","Rottweiler femelle 2 mois","275 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4543266_uploaded_image1_1705144667.jpg"
"1739189338-624","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-femelle-malinois-et-red-nose-4548513","Chiot femelle Malinois et Red Nose","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4548513_uploaded_image1_1705430390.jpg"
"1739189341-625","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4549443","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189343-626","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-male-4556192","Chiots Spitz nain pomeranian","Prix sur demande","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_1862107_uploaded_image1_1585455904.62.png"
"1739189345-627","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-bichon-maltais-4557442","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739189348-628","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-4559186","Chien","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739189350-629","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiens-malinois-charbonner-4560526","Chiens Malinois charbonner","250 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4560526_uploaded_image1_1706096544.jpg"
"1739189353-630","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4564541","Chiot Bichon Havanais","80 000 CFA","Mermoz-Sacré Coeur, Dakar, Sénégal","https://images.coinafrique.com/thumb_4955373_uploaded_image1_1726948506.jpg"
"1739189355-631","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4578066","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189358-632","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-rottweiler-4578118","Chiot Rottweiler","250 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4578118_uploaded_image1_1707073637.jpg"
"1739189360-633","https://sn.coinafrique.com/categorie/chiens?page=3","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4578293","Chiot Berger Allemand","150 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4578293_uploaded_image1_1707081785.jpg"
"1739189366-634","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-american-bully-4579870","Chien American Bully","Prix sur demande","Thies, Sénégal","https://images.coinafrique.com/thumb_4579870_uploaded_image1_1707162831.jpg"
"1739189369-635","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4580660","Chien Boerboel","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4580660_uploaded_image1_1707214130.jpg"
"1739189371-636","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border1année","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-femelle-4583262","Bichon maltais femelle","130 000 CFA","Almadies 2, Dakar, Sénégal","https://images.coinafrique.com/thumb_4583262_uploaded_image1_1707324718.jpg"
"1739189373-637","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border12mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4592152","Chiot Bichon maltais","150 000 CFA","Ouakam, Dakar, Sénégal","https://images.coinafrique.com/thumb_4592152_uploaded_image1_1707841961.jpg"
"1739189376-638","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border12mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4595120","Chiot Bichon","100 000 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_4595120_uploaded_image1_1708002349.jpg"
"1739189378-639","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-4599516","Chien Berger Belge Malinois","250 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4687438_uploaded_image1_1712878170.jpg"
"1739189380-640","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiens-berger-allemand-4604923","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739189383-641","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiens-boerbulls-4606579","Chiens boerbulls","Prix sur demande","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4606579_uploaded_image1_1708609223.jpg"
"1739189385-642","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chien-boerboel-4607340","Chien Boerboel","275 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4607340_uploaded_image1_1708639477.jpg"
"1739189388-643","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4609624","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739189390-644","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/bichon-4611544","Bichon","150 000 CFA","Mariste, Dakar, Sénégal","https://images.coinafrique.com/thumb_4611544_uploaded_image1_1708894607.jpg"
"1739189392-645","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4618143","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189395-646","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-femelle-adulte-4630010","Chien Berger Femelle adulte","500 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4630010_uploaded_image1_1709800534.jpg"
"1739189397-647","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/caniche-4634226","Caniche","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4634226_uploaded_image1_1710001956.jpg"
"1739189400-648","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border11mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-male-4636694","Chiot Berger Allemand","150 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4884833_uploaded_image1_1723151589.jpg"
"1739189402-649","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiots-golden-retriever-4652247","Chiots Golden retriever","650 000 CFA","Dakar Plateau, Dakar, Sénégal","https://images.coinafrique.com/thumb_4853861_uploaded_image1_1721576301.jpg"
"1739189404-650","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4653887","Chiot Berger Allemand","Prix sur demande","Pikine, Sénégal","https://images.coinafrique.com/thumb_4653887_uploaded_image1_1711074324.jpg"
"1739189407-651","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4657472","Chiot Berger Allemand","200 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4970950_uploaded_image1_1727800187.jpg"
"1739189409-652","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4659440","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189412-653","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4660990","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189414-654","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664447","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4664453_uploaded_image1_1711641058.jpg"
"1739189417-655","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-boerbull-4664453","Chiot Boerbull","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_4664453_uploaded_image1_1711641058.jpg"
"1739189419-656","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4667946","Chiot Berger Malinois","200 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4969271_uploaded_image1_1727731274.jpg"
"1739189421-657","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4670652","Chiot Berger Allemand","350 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_5016564_uploaded_image1_1730217865.jpg"
"1739189424-658","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiots-bichons-maltais-4672174","Chiots Bichons Maltais","100 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4672174_uploaded_image1_1712086423.jpg"
"1739189426-659","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4679501","Chien Berger Allemand","310 000 CFA","Rufisque, Sénégal","https://images.coinafrique.com/thumb_4679501_uploaded_image1_1712415418.jpg"
"1739189428-660","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/malinois-mal-4679677","Malinois mal","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4679677_uploaded_image1_1712423347.jpg"
"1739189431-661","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-ridgback-4680610","Chiot Ridgback","500 000 CFA","Diamniadio, Sénégal","https://images.coinafrique.com/thumb_4680610_uploaded_image1_1712497780.jpg"
"1739189433-662","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4681737","Chiot Berger Malinois","130 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4894008_uploaded_image1_1723642785.jpg"
"1739189435-663","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-maltais-4683644","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739189438-664","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-belge-malinois-4687438","Chien Berger Belge Malinois","250 000 CFA","Mbao, Dakar, Sénégal","https://images.coinafrique.com/thumb_4687438_uploaded_image1_1712878170.jpg"
"1739189440-665","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4692204","Chiot Berger Allemand","210 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114394_uploaded_image1_1735682024.jpg"
"1739189443-666","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border10mois","https://sn.coinafrique.com/annonce/chiens/chiot-berger-allemand-4692205","Chiot Berger Allemand","210 000 CFA","Fann, Dakar, Sénégal","https://images.coinafrique.com/thumb_5114394_uploaded_image1_1735682024.jpg"
"1739189445-667","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4695228","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189448-668","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/femelle-apbt-brinze-4711619","Femelle Apbt Brinze","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4711619_uploaded_image1_1714093089.jpg"
"1739189450-669","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chien-berger-allemand-4716925","Chien Berger Allemand","200 000 CFA","Guediawaye, Dakar, Sénégal","https://images.coinafrique.com/thumb_4716925_uploaded_image1_1714422080.jpg"
"1739189452-670","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-femelle-4717577","Chiot Berger Allemand","250 000 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5131922_uploaded_image1_1736729395.jpg"
"1739189455-671","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/rottweiler-4727689","Chiot Rottweiler","250 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5004868_uploaded_image1_1729539442.jpg"
"1739189457-672","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiot-bichon-4739575","Chiot Bichon","150 000 CFA","Grand Yoff, Dakar, Sénégal","https://images.coinafrique.com/thumb_4739575_uploaded_image1_1715527231.jpg"
"1739189460-673","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border9mois","https://sn.coinafrique.com/annonce/chiens/chiots-4740260","Chiots","20 000 CFA","Gorée, Dakar, Sénégal","https://images.coinafrique.com/thumb_4740260_uploaded_image1_1715562134.jpg"
"1739189462-674","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiots-4746939","Chiots Berger Malinois","300 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5151738_uploaded_image1_1737744308.jpg"
"1739189464-675","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chien-husky-4755258","Chiot Husky pur sang","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg"
"1739189467-676","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4755803","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189469-677","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-xl-4758802","Chiots Berger XL","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4758802_uploaded_image1_1716485273.jpg"
"1739189472-678","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4764005","Berger allemand pure sang","160 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
"1739189474-679","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/berger-allemand-pure-sang-4779635","Berger allemand pure sang","160 000 CFA","Mbour, Sénégal","https://images.coinafrique.com/thumb_4779635_uploaded_image1_1717531124.jpg"
"1739189476-680","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border8mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-femelle-4795597","Chiot malinois femelle","250 000 CFA","Saly, Sénégal","https://images.coinafrique.com/thumb_4795597_uploaded_image1_1718373916.jpg"
"1739189479-681","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4806292","Chiots Bichon Maltais","Prix sur demande","Dakar, Sénégal","https://images.coinafrique.com/thumb_5002622_uploaded_image1_1729418106.jpg"
"1739189481-682","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chien-malinois-4806294","Chien","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_5124976_uploaded_image1_1736338081.jpg"
"1739189484-683","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiot-malinois-4-mois-4807147","Chiot Malinois 4 mois","275 CFA","Dakar, Sénégal","https://images.coinafrique.com/thumb_4807147_uploaded_image2_1719173692.jpeg"
"1739189486-684","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-dog-canaries-4808208","Chiots dog canaries","Prix sur demande","Keur Massar, Sénégal","https://images.coinafrique.com/thumb_5112459_uploaded_image1_1735553703.jpg"
"1739189489-685","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/bichon-maltais-4812592","Bichon maltais","145 000 CFA","Dieuppeul-Derklé, Dakar, Sénégal","https://images.coinafrique.com/thumb_4812592_uploaded_image1_1719436345.jpg"
"1739189491-686","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiot-husky-pur-sang-4814513","Chiot Husky pur sang","250 000 CFA","Ouest Foire, Dakar, Sénégal","https://images.coinafrique.com/thumb_4814513_uploaded_image1_1719531765.jpg"
"1739189493-687","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-berger-allemand-4817314","Chiot Berger Allemand","150 000 CFA","Cambérène, Dakar, Sénégal","https://images.coinafrique.com/thumb_4875998_uploaded_image1_1722728517.jpg"
"1739189496-688","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiots-malinois-4828053","Chiots Berger Malinois","300 CFA","Thies, Sénégal","https://images.coinafrique.com/thumb_5151738_uploaded_image1_1737744308.jpg"
"1739189498-689","https://sn.coinafrique.com/categorie/chiens?page=2","favorite_border7mois","https://sn.coinafrique.com/annonce/chiens/chiens-de-race-4829728","Chiots Doberman","400 000 CFA","HLM, Dakar, Sénégal","https://images.coinafrique.com/thumb_5158454_uploaded_image1_1738138116.jpg"
